CaseID,contest_no,Education,Gender,Country of Origin,Reason for Application,Job,Job Experience,Job Plans,Prior Entry,Language Skills,Chosen_Immigrant,ethnocentrism,profile,LangPos,PriorPos
33,4,graduate degree,female,Sudan,reunite with family,financial analyst,3-5 years,interviews with employer,once w/o authorization,used interpreter,0,10,2,6,1
33,5,no formal,male,Germany,reunite with family,teacher,1-2 years,interviews with employer,once as tourist,broken English,1,10,1,6,1
33,5,4th grade,female,Iraq,reunite with family,waiter,none,contract with employer,many times as tourist,tried English but unable,0,10,2,6,1
34,1,4th grade,female,Somalia,seek better job,janitor,none,no plans to look for work,never,broken English,0,10,1,2,9
34,1,8th grade,female,Sudan,seek better job,construction worker,5+ years,will look for work,once w/o authorization,tried English but unable,1,10,2,2,9
34,2,4th grade,female,Iraq,seek better job,nurse,5+ years,interviews with employer,never,broken English,0,10,1,2,9
34,2,two-year college,male,Iraq,escape persecution,child care provider,none,interviews with employer,once w/o authorization,used interpreter,1,10,2,2,9
34,3,high school,male,Philippines,reunite with family,gardener,5+ years,will look for work,once as tourist,broken English,0,10,1,2,9
34,3,college degree,male,France,reunite with family,construction worker,5+ years,interviews with employer,once as tourist,broken English,1,10,2,2,9
34,4,graduate degree,male,Mexico,reunite with family,waiter,3-5 years,will look for work,never,broken English,0,10,1,2,9
34,4,8th grade,male,Germany,seek better job,janitor,1-2 years,will look for work,once as tourist,broken English,1,10,2,2,9
34,5,college degree,female,Somalia,reunite with family,doctor,1-2 years,will look for work,once w/o authorization,fluent English,0,10,1,2,9
34,5,college degree,male,Mexico,seek better job,waiter,5+ years,no plans to look for work,six months with family,fluent English,1,10,2,2,9
35,1,two-year college,male,Somalia,reunite with family,doctor,none,interviews with employer,once as tourist,fluent English,1,0,1,9,6
35,1,no formal,female,Iraq,reunite with family,gardener,1-2 years,will look for work,once w/o authorization,tried English but unable,0,0,2,9,6
35,2,no formal,female,Poland,seek better job,janitor,1-2 years,interviews with employer,many times as tourist,used interpreter,0,0,1,9,6
35,2,8th grade,female,India,reunite with family,waiter,none,no plans to look for work,six months with family,broken English,1,0,2,9,6
35,3,no formal,male,France,seek better job,construction worker,1-2 years,interviews with employer,once as tourist,tried English but unable,0,0,1,9,6
35,3,8th grade,female,France,seek better job,waiter,5+ years,interviews with employer,many times as tourist,broken English,1,0,2,9,6
35,4,no formal,female,Sudan,escape persecution,teacher,none,contract with employer,once w/o authorization,tried English but unable,1,0,1,9,6
35,4,8th grade,female,Poland,reunite with family,gardener,none,will look for work,many times as tourist,tried English but unable,0,0,2,9,6
35,5,no formal,male,Poland,seek better job,nurse,3-5 years,interviews with employer,once w/o authorization,fluent English,0,0,1,9,6
35,5,graduate degree,female,Germany,reunite with family,gardener,3-5 years,will look for work,once as tourist,fluent English,1,0,2,9,6
36,1,two-year college,male,France,reunite with family,waiter,none,no plans to look for work,once as tourist,fluent English,1,0,1,9,3
36,1,4th grade,female,Somalia,escape persecution,waiter,none,contract with employer,once as tourist,broken English,0,0,2,9,3
36,2,8th grade,female,Iraq,seek better job,gardener,3-5 years,contract with employer,six months with family,fluent English,0,0,1,9,3
36,2,college degree,male,Philippines,seek better job,gardener,5+ years,contract with employer,once as tourist,fluent English,1,0,2,9,3
36,3,high school,female,Somalia,reunite with family,teacher,1-2 years,will look for work,once w/o authorization,broken English,0,0,1,9,3
36,3,high school,female,Germany,seek better job,construction worker,3-5 years,interviews with employer,many times as tourist,broken English,1,0,2,9,3
36,4,4th grade,female,Germany,reunite with family,child care provider,1-2 years,will look for work,six months with family,tried English but unable,1,0,1,9,3
36,4,high school,female,Poland,seek better job,teacher,5+ years,no plans to look for work,once as tourist,broken English,0,0,2,9,3
36,5,graduate degree,male,Iraq,escape persecution,nurse,3-5 years,no plans to look for work,once w/o authorization,fluent English,0,0,1,9,3
36,5,no formal,female,Germany,seek better job,nurse,3-5 years,will look for work,never,used interpreter,1,0,2,9,3
37,1,8th grade,male,Iraq,reunite with family,construction worker,3-5 years,will look for work,never,broken English,0,0,1,8,7
37,1,college degree,female,China,reunite with family,research scientist,3-5 years,will look for work,never,fluent English,1,0,2,8,7
37,2,college degree,female,Germany,seek better job,financial analyst,3-5 years,contract with employer,six months with family,broken English,0,0,1,8,7
37,2,graduate degree,female,India,reunite with family,nurse,3-5 years,interviews with employer,never,broken English,1,0,2,8,7
37,3,no formal,male,Iraq,escape persecution,child care provider,5+ years,interviews with employer,once w/o authorization,fluent English,0,0,1,8,7
37,3,4th grade,male,France,seek better job,child care provider,1-2 years,contract with employer,six months with family,used interpreter,1,0,2,8,7
37,4,two-year college,male,Germany,seek better job,teacher,3-5 years,will look for work,six months with family,broken English,1,0,1,8,7
37,4,graduate degree,male,Philippines,seek better job,research scientist,3-5 years,no plans to look for work,many times as tourist,fluent English,0,0,2,8,7
37,5,two-year college,female,Somalia,reunite with family,computer programmer,none,contract with employer,once as tourist,fluent English,1,0,1,8,7
37,5,no formal,female,Poland,seek better job,janitor,3-5 years,interviews with employer,six months with family,used interpreter,0,0,2,8,7
38,1,high school,female,Somalia,reunite with family,janitor,3-5 years,will look for work,once as tourist,broken English,1,8.333336,1,4,3
38,1,no formal,male,Iraq,seek better job,waiter,1-2 years,interviews with employer,once w/o authorization,broken English,0,8.333336,2,4,3
38,2,no formal,male,Philippines,seek better job,nurse,none,contract with employer,six months with family,used interpreter,0,8.333336,1,4,3
38,2,high school,male,Philippines,seek better job,nurse,5+ years,interviews with employer,once as tourist,used interpreter,1,8.333336,2,4,3
38,3,college degree,female,Poland,reunite with family,teacher,5+ years,no plans to look for work,six months with family,fluent English,1,8.333336,1,4,3
38,3,4th grade,female,France,reunite with family,gardener,1-2 years,contract with employer,many times as tourist,tried English but unable,0,8.333336,2,4,3
38,4,8th grade,male,Somalia,seek better job,child care provider,3-5 years,contract with employer,six months with family,broken English,1,8.333336,1,4,3
38,4,8th grade,female,Germany,reunite with family,teacher,5+ years,no plans to look for work,once w/o authorization,broken English,0,8.333336,2,4,3
38,5,college degree,female,Iraq,seek better job,nurse,none,interviews with employer,six months with family,used interpreter,1,8.333336,1,4,3
38,5,graduate degree,female,Mexico,reunite with family,janitor,1-2 years,no plans to look for work,many times as tourist,tried English but unable,0,8.333336,2,4,3
39,1,graduate degree,male,Poland,reunite with family,child care provider,1-2 years,contract with employer,once as tourist,used interpreter,1,0,1,4,8
39,1,8th grade,female,Poland,reunite with family,waiter,1-2 years,interviews with employer,once as tourist,used interpreter,0,0,2,4,8
39,2,graduate degree,female,Somalia,reunite with family,nurse,1-2 years,no plans to look for work,once as tourist,tried English but unable,0,0,1,4,8
39,2,graduate degree,male,Iraq,escape persecution,construction worker,none,contract with employer,many times as tourist,tried English but unable,1,0,2,4,8
39,3,4th grade,female,Philippines,seek better job,waiter,3-5 years,contract with employer,many times as tourist,tried English but unable,1,0,1,4,8
39,3,8th grade,male,Philippines,reunite with family,nurse,none,no plans to look for work,six months with family,tried English but unable,0,0,2,4,8
39,4,two-year college,male,China,seek better job,gardener,3-5 years,interviews with employer,many times as tourist,broken English,0,0,1,4,8
39,4,college degree,male,Mexico,reunite with family,doctor,none,contract with employer,many times as tourist,used interpreter,1,0,2,4,8
39,5,4th grade,female,Iraq,escape persecution,construction worker,none,interviews with employer,six months with family,broken English,0,0,1,4,8
39,5,two-year college,male,Germany,seek better job,doctor,none,interviews with employer,once as tourist,broken English,1,0,2,4,8
40,1,college degree,female,Germany,reunite with family,janitor,3-5 years,contract with employer,never,tried English but unable,1,0,1,2,1
40,1,two-year college,male,Sudan,reunite with family,financial analyst,none,no plans to look for work,once w/o authorization,used interpreter,0,0,2,2,1
40,2,8th grade,female,France,seek better job,waiter,5+ years,will look for work,six months with family,used interpreter,1,0,1,2,1
40,2,college degree,female,Sudan,reunite with family,janitor,none,will look for work,six months with family,tried English but unable,0,0,2,2,1
40,3,4th grade,male,Sudan,seek better job,construction worker,1-2 years,contract with employer,once as tourist,used interpreter,1,0,1,2,1
40,3,two-year college,male,India,seek better job,teacher,5+ years,contract with employer,once w/o authorization,fluent English,0,0,2,2,1
40,4,college degree,male,China,seek better job,gardener,5+ years,will look for work,six months with family,tried English but unable,1,0,1,2,1
40,4,college degree,male,Germany,seek better job,computer programmer,3-5 years,contract with employer,once w/o authorization,fluent English,0,0,2,2,1
40,5,two-year college,male,Poland,reunite with family,teacher,1-2 years,contract with employer,six months with family,used interpreter,0,0,1,2,1
40,5,graduate degree,male,Mexico,seek better job,waiter,3-5 years,will look for work,six months with family,used interpreter,1,0,2,2,1
41,1,4th grade,female,India,reunite with family,teacher,3-5 years,interviews with employer,many times as tourist,fluent English,0,0,1,7,2
41,1,college degree,female,Mexico,reunite with family,child care provider,3-5 years,no plans to look for work,once as tourist,tried English but unable,1,0,2,7,2
41,2,8th grade,female,China,reunite with family,teacher,5+ years,will look for work,once as tourist,used interpreter,0,0,1,7,2
41,2,college degree,female,Iraq,reunite with family,research scientist,none,interviews with employer,six months with family,tried English but unable,1,0,2,7,2
41,3,4th grade,male,Somalia,reunite with family,janitor,5+ years,interviews with employer,six months with family,fluent English,0,0,1,7,2
41,3,no formal,female,China,escape persecution,janitor,5+ years,will look for work,once w/o authorization,broken English,1,0,2,7,2
41,4,4th grade,female,India,reunite with family,child care provider,5+ years,contract with employer,never,used interpreter,0,0,1,7,2
