psv_attack_pref,mk_dv,psv_country_fac,psv_context,psv_context_fac,psv_nuc_effective,mk_context_fac,mk_main_treat,hypothetical,mk_cont_pool,psv_correct_recall,mk_correct_recall,Gender,race,party,mk_context,psv_time,mk_time,psv_abst_conc_score,mk_abst_conc_score,knowledge_scale,nfc_scale,age,edu
3,2,Bolivia,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,1,Female,1,1,2,75.885,58.801,2,2,1,2.875,65,5
2,3,No-Name,1,Reduced,1,Original,1,1,0,1,0,Female,1,4,0,36.391,13.581,0,0,0,2.75,50,4
4,3,Bolivia,1,Reduced,0,Extra Non-Innocuous,0,1,1,1,1,Male,1,2,2,106.001,57.982,2,2,0,2.25,26,4
4,3,No-Name,0,Original,0,Extra Innocuous,0,0,1,1,0,Female,1,3,1,132.612,77.023,2,2,0,2.875,71,2
1,4,Bolivia,0,Original,1,Original,0,0,0,1,1,Male,1,1,0,7.281,3.968,4,1,1,3.625,29,2
2,4,Malaguay,1,Reduced,0,Original,1,1,0,1,1,Female,1,2,0,123.783,38.072,1,0,1,2.75,53,3
1,3,Bolivia,1,Reduced,0,Extra Innocuous,0,0,1,0,1,Female,1,1,1,93.788,113.822,3,2,1,2.625,61,4
4,1,Bolivia,0,Original,1,Original,0,0,0,1,1,Male,1,3,0,158.722,23.5,4,1,2,2.75,41,5
1,3,Malaguay,1,Reduced,0,Extra Innocuous,0,1,1,1,1,Male,1,1,1,119.248,63.824,1,1,1,3,39,3
2,3,No-Name,1,Reduced,0,Extra Non-Innocuous,0,1,1,1,0,Female,1,2,2,42.612,41.353,0,2,1,2.75,61,5
2,3,No-Name,0,Original,1,Extra Non-Innocuous,0,0,1,1,1,Male,1,3,2,123.319,233.553,2,3,2,3,68,4
2,4,Syria,0,Original,0,Original,1,0,0,1,0,Male,1,1,0,195.901,13.594,5,1,2,1.875,66,6
2,4,Syria,1,Reduced,0,Extra Innocuous,1,1,1,1,0,Male,1,3,1,14.696,23.367,3,1,1,3,61,5
1,3,Syria,1,Reduced,0,Extra Innocuous,0,1,1,1,1,Female,1,1,1,74.648,167.807,3,1,1,2.375,71,2
1,3,No-Name,1,Reduced,0,Extra Non-Innocuous,0,0,1,1,1,Male,1,3,2,55.443,5.881,1,3,2,2.75,46,5
3,4,Syria,0,Original,0,Original,1,0,0,1,1,Female,1,2,0,161.413,21.001,5,1,2,2.125,60,5
2,2,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,1,1,0,1,Female,2,4,2,70.259,41.091,1,2,1,2.375,49,6
2,3,Bolivia,0,Original,1,Original,0,0,0,1,1,Female,1,2,0,115.294,26.678,4,1,1,2.5,59,4
1,1,Syria,0,Original,1,Extra Non-Innocuous,0,1,1,0,1,Male,1,2,2,386.566,231.058,4,2,0,2.625,55,4
2,4,Bolivia,1,Reduced,0,Extra Innocuous,1,0,1,1,0,Female,1,2,1,194.177,103.223,3,2,1,2.75,69,3
1,2,Malaguay,1,Reduced,0,Original,1,0,0,1,1,Male,1,3,0,133.018,40.076,2,1,2,2.5,69,5
2,4,No-Name,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,0,Female,1,1,2,93.957,34.545,1,3,2,2.75,75,4
2,4,Malaguay,0,Original,0,Original,1,1,0,0,1,Male,1,2,0,3.349,3.137,2,0,2,2.875,62,3
2,2,Bolivia,0,Original,0,Original,1,0,0,1,0,Female,1,1,0,256.772,83.115,4,1,2,2.625,44,6
2,2,No-Name,0,Original,0,Original,1,0,0,0,1,Female,1,4,0,5.135,9.401,2,1,0,3.25,21,2
1,4,Bolivia,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,0,Male,1,3,2,16.017,5.951,2,2,1,3.75,33,4
3,4,Bolivia,0,Original,0,Original,0,1,0,0,0,Male,1,2,0,4.945,5.858,3,0,2,2.875,39,2
2,4,No-Name,1,Reduced,1,Extra Innocuous,0,0,1,0,0,Male,5,3,1,6.754,4.769,1,2,1,3.125,36,2
4,2,Bolivia,1,Reduced,1,Extra Innocuous,0,0,1,1,1,Male,1,2,1,80.257,44.517,3,2,2,3.375,71,8
1,1,Syria,1,Reduced,0,Extra Non-Innocuous,1,1,1,1,0,Female,1,2,2,117.317,155.023,3,2,2,3,66,5
2,3,Syria,1,Reduced,0,Original,1,1,0,0,0,Female,4,3,0,20.846,13.217,3,0,1,3.625,28,5
2,4,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,0,1,0,0,Female,2,3,2,6.79,4.094,2,3,2,2,24,2
1,4,No-Name,0,Original,1,Original,1,1,0,1,0,Male,1,2,0,5.063,1.94,1,0,1,2,32,8
2,4,Syria,1,Reduced,1,Original,0,1,0,0,1,Male,4,2,0,3.327,2.343,3,0,1,3.125,59,6
2,3,No-Name,1,Reduced,0,Extra Non-Innocuous,0,0,1,1,0,Male,1,3,2,77.787,53.112,1,3,1,3,73,5
2,4,Malaguay,1,Reduced,0,Original,0,0,0,0,0,Male,7,3,0,10.598,8.476,2,1,2,3.375,52,5
1,3,Bolivia,1,Reduced,0,Extra Non-Innocuous,1,0,1,1,1,Male,3,3,2,56.029,36.168,3,3,1,2.5,64,3
4,4,Syria,0,Original,0,Extra Innocuous,0,1,1,0,1,Male,1,2,1,16.056,52.062,4,1,2,2.625,50,2
3,3,No-Name,1,Reduced,1,Extra Non-Innocuous,1,1,1,1,1,Female,1,1,2,119.528,69.072,0,2,2,1.875,66,1
4,4,Bolivia,0,Original,1,Original,1,1,0,1,1,Female,1,4,0,226.701,44.437,3,0,1,2.375,65,3
3,2,No-Name,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,1,Female,1,1,2,80.67,93.926,0,2,2,2.625,68,5
2,2,Syria,0,Original,0,Extra Innocuous,1,1,1,0,0,Female,1,1,1,204.84,62.066,4,1,0,3.125,67,2
3,1,Bolivia,0,Original,1,Extra Innocuous,0,1,1,1,1,Female,1,3,1,123.262,90.406,3,1,1,3.75,72,3
2,2,Bolivia,0,Original,0,Extra Innocuous,0,0,1,1,1,Female,1,3,1,273.68,154.033,4,2,0,2.375,56,3
3,3,Syria,0,Original,0,Extra Innocuous,0,1,1,1,1,Female,1,1,1,24.766,207.309,4,1,1,3.875,31,6
1,4,Malaguay,1,Reduced,0,Extra Non-Innocuous,0,0,1,1,1,Male,1,2,2,90.174,66.562,2,3,1,3.25,64,6
3,1,Syria,0,Original,1,Original,0,1,0,1,1,Male,1,1,0,48.901,15.761,4,0,0,2.875,42,6
3,3,Malaguay,1,Reduced,1,Extra Innocuous,1,0,1,0,0,Male,1,1,1,47.914,42.032,2,2,2,2.375,24,2
1,4,Malaguay,1,Reduced,0,Extra Non-Innocuous,0,0,1,1,0,Female,2,1,2,31.367,17.567,2,3,1,3,54,1
1,2,Bolivia,1,Reduced,0,Original,0,0,0,1,1,Male,1,2,0,92.399,30.119,3,1,1,3.5,54,4
1,1,No-Name,1,Reduced,0,Extra Non-Innocuous,0,1,1,0,0,Male,1,3,2,36.311,24.57,0,2,1,2.625,63,3
2,2,No-Name,0,Original,0,Extra Innocuous,0,1,1,1,1,Female,1,3,1,160.693,90.642,1,1,1,3.125,57,4
2,3,Syria,1,Reduced,0,Extra Innocuous,1,1,1,1,0,Female,1,2,1,104.869,53.823,3,1,0,2.75,80,3
2,2,Bolivia,0,Original,1,Original,0,0,0,1,1,Female,1,3,0,261.371,25.994,4,1,2,2.625,48,4
1,4,Malaguay,1,Reduced,1,Original,0,1,0,0,1,Male,1,1,0,8.379,6.589,1,0,0,4,28,3
2,2,Bolivia,0,Original,0,Extra Non-Innocuous,1,0,1,0,1,Male,1,3,2,8.549,4.43,4,3,1,3,69,3
2,4,Malaguay,0,Original,0,Original,1,1,0,1,0,Male,1,4,0,4.328,4.392,2,0,0,2.75,35,3
1,1,Syria,1,Reduced,1,Extra Non-Innocuous,0,0,1,0,0,Male,1,1,2,16.425,5.115,4,3,1,3,70,2
4,4,No-Name,0,Original,1,Extra Innocuous,0,0,1,1,1,Male,1,2,1,141.849,66.614,2,2,1,2.25,59,5
3,3,Syria,1,Reduced,1,Extra Non-Innocuous,1,1,1,0,1,Female,4,1,2,3.166,4.039,3,2,2,2.375,24,5
2,1,Bolivia,0,Original,1,Original,0,1,0,0,0,Male,4,4,0,5.189,46.456,3,0,2,3.125,29,2
1,1,Malaguay,1,Reduced,0,Extra Innocuous,0,1,1,1,1,Female,1,1,1,100.501,59.801,1,1,2,2.5,68,5
3,4,Bolivia,0,Original,1,Extra Non-Innocuous,1,0,1,1,1,Female,3,1,2,115.053,34.002,4,3,1,3.375,21,5
1,4,Bolivia,0,Original,0,Extra Innocuous,0,0,1,1,0,Male,3,2,1,138.834,43.183,4,2,1,2.625,58,5
1,1,Syria,0,Original,1,Extra Innocuous,0,0,1,0,1,Male,2,1,1,532.619,236.59,5,2,1,3,52,3
2,3,Malaguay,1,Reduced,0,Extra Non-Innocuous,1,1,1,1,1,Female,4,3,2,80.959,157.207,1,2,1,2.75,49,7
1,3,No-Name,1,Reduced,1,Original,0,1,0,1,1,Male,1,3,0,282.364,40.501,0,0,0,2.875,56,5
3,2,No-Name,1,Reduced,0,Extra Innocuous,0,0,1,1,0,Male,1,2,1,132.128,94.077,1,2,1,3,59,2
2,1,Bolivia,1,Reduced,0,Extra Non-Innocuous,1,1,1,0,0,Female,2,1,2,89.749,80.727,2,2,1,2.75,62,6
1,2,Syria,1,Reduced,0,Extra Innocuous,0,1,1,1,1,Male,1,1,1,427.573,158.197,3,1,2,2.875,72,5
2,2,Bolivia,0,Original,1,Extra Innocuous,0,1,1,1,1,Female,1,3,1,597.817,256.782,3,1,2,2.5,58,4
2,3,No-Name,0,Original,1,Extra Non-Innocuous,1,1,1,1,1,Female,2,4,2,26.599,26.508,1,2,1,3,27,2
2,3,No-Name,1,Reduced,0,Extra Non-Innocuous,1,0,1,0,1,Female,1,2,2,1358.804,30.128,1,3,1,2.5,51,4
1,2,Malaguay,0,Original,1,Extra Non-Innocuous,1,0,1,0,0,Female,2,3,2,116.873,67.781,3,3,2,2.75,58,4
2,4,No-Name,0,Original,0,Original,0,1,0,1,1,Female,1,1,0,107.964,45.065,1,0,0,2.125,61,2
3,2,No-Name,0,Original,0,Extra Non-Innocuous,0,1,1,1,0,Female,1,1,2,81.7,41.998,1,2,1,2.875,71,3
2,2,Bolivia,0,Original,1,Extra Innocuous,0,1,1,0,0,Male,2,1,1,7.753,10.94,3,1,2,NA,28,1
1,3,Malaguay,1,Reduced,0,Extra Innocuous,0,0,1,1,0,Female,2,3,1,14.564,25.201,2,2,1,3.75,37,3
2,4,No-Name,0,Original,1,Extra Innocuous,0,1,1,1,0,Female,1,2,1,7.246,4.956,1,1,1,2.375,54,6
1,2,Syria,1,Reduced,0,Extra Non-Innocuous,1,0,1,1,1,Male,7,1,2,11.427,52.757,4,3,1,2.25,48,3
4,2,Malaguay,1,Reduced,0,Extra Innocuous,0,0,1,0,1,Female,1,4,1,125.804,90.492,2,2,1,2.5,45,2
2,3,Syria,0,Original,1,Original,0,1,0,1,0,Male,1,1,0,85.801,13.966,4,0,2,3,25,5
4,4,No-Name,1,Reduced,1,Original,0,1,0,1,0,Female,1,3,0,45.737,25.139,0,0,1,3.75,32,8
2,2,Bolivia,1,Reduced,1,Original,1,1,0,1,1,Female,1,3,0,60.497,22.951,2,0,1,3,84,2
2,3,Bolivia,0,Original,1,Extra Non-Innocuous,0,1,1,0,0,Male,1,3,2,44.31,18.249,3,2,1,3.375,50,5
1,1,Malaguay,0,Original,0,Extra Non-Innocuous,0,0,1,1,1,Female,1,3,2,58.914,21.101,3,3,1,3.25,63,3
2,1,No-Name,1,Reduced,0,Extra Non-Innocuous,0,1,1,1,1,Female,1,4,2,457.046,60.011,0,2,1,2.75,64,6
2,4,Syria,1,Reduced,0,Original,0,1,0,0,0,Male,1,2,0,90.812,15.7,3,0,1,3,36,5
2,1,Malaguay,0,Original,1,Extra Innocuous,0,0,1,0,0,Female,1,3,1,10.244,106.217,3,2,0,2.5714285714285716,58,3
1,4,Syria,1,Reduced,0,Extra Innocuous,1,0,1,0,1,Male,1,2,1,20.414,62.481,4,2,0,3.625,71,5
2,3,Malaguay,0,Original,1,Extra Innocuous,1,0,1,1,0,Male,1,2,1,116.601,73.756,3,2,2,3.25,52,2
2,3,Malaguay,0,Original,1,Original,0,1,0,0,0,Male,1,3,0,14.954,34.89,2,0,1,2.75,69,7
4,2,Bolivia,0,Original,1,Extra Non-Innocuous,0,1,1,1,0,Male,1,3,2,236.699,85.659,3,2,0,3.25,79,3
2,2,Syria,1,Reduced,0,Extra Innocuous,0,0,1,0,0,Male,1,3,1,5.521,6.278,4,2,2,3,47,3
2,3,No-Name,1,Reduced,0,Original,1,0,0,1,1,Female,1,3,0,9.404,9.404,1,1,1,2.5,36,2
2,3,Bolivia,1,Reduced,0,Extra Non-Innocuous,1,0,1,1,0,Female,1,4,2,71.63,62.036,3,3,1,2.625,23,2
3,4,Malaguay,1,Reduced,0,Original,0,0,0,0,0,Female,1,1,0,107.732,53.194,2,1,0,3.25,62,3
3,4,Syria,1,Reduced,0,Extra Non-Innocuous,1,0,1,0,0,Male,4,1,2,4.285,2.67,4,3,0,2.75,19,3
4,3,Malaguay,0,Original,1,Extra Innocuous,1,1,1,1,0,Female,1,2,1,281.866,115.829,2,1,2,2.125,48,4
2,4,No-Name,0,Original,1,Extra Innocuous,0,0,1,0,0,Male,4,4,1,16.45,27.977,2,2,1,3.625,55,7
1,4,Syria,0,Original,1,Extra Non-Innocuous,1,1,1,0,0,Female,1,4,2,30.321,31.337,4,2,0,4,50,4
1,3,Malaguay,1,Reduced,1,Extra Non-Innocuous,1,1,1,1,0,Female,1,1,2,8.193,14.311,1,2,0,3.5,57,6
2,3,Bolivia,1,Reduced,1,Original,0,1,0,1,1,Female,1,1,0,88.586,14.622,2,0,1,3,31,3
2,4,Malaguay,0,Original,0,Extra Innocuous,0,0,1,0,1,Female,1,2,1,7.697,3.727,3,2,0,3.125,35,3
2,3,Syria,0,Original,0,Original,0,1,0,0,0,Male,1,2,0,7.46,14.421,4,0,1,2.5,56,5
1,4,No-Name,1,Reduced,1,Extra Innocuous,1,1,1,0,0,Female,1,1,1,49.942,16.755,0,1,1,2.75,60,4
3,1,Bolivia,1,Reduced,1,Extra Innocuous,0,0,1,1,1,Female,1,3,1,87.983,64.729,3,2,2,3.375,67,4
2,3,No-Name,0,Original,1,Original,0,1,0,0,0,Male,1,3,0,109.809,32.61,1,0,1,3.625,53,5
1,1,Malaguay,1,Reduced,0,Extra Non-Innocuous,0,1,1,1,1,Male,1,1,2,91.114,105.311,1,2,1,1.875,73,4
2,4,Bolivia,0,Original,1,Extra Non-Innocuous,1,1,1,1,0,Male,2,1,2,135.221,44.663,3,2,1,3.125,50,2
2,2,Malaguay,0,Original,1,Extra Non-Innocuous,0,0,1,0,1,Female,4,1,2,13.389,5.887,3,3,1,2.875,38,5
2,3,Malaguay,1,Reduced,0,Extra Non-Innocuous,0,0,1,1,0,Male,1,4,2,306.866,60.487,2,3,2,3,21,2
2,3,Malaguay,0,Original,1,Original,1,0,0,0,1,Female,1,3,0,86.072,12.798,3,1,2,3.625,64,5
1,4,No-Name,1,Reduced,0,Original,0,0,0,0,0,Female,1,2,0,105.389,20.778,1,1,1,2.625,67,5
2,2,Syria,0,Original,0,Original,0,0,0,1,0,Male,4,3,0,11.591,4.833,5,1,1,2.75,27,5
1,2,Syria,1,Reduced,0,Extra Innocuous,1,1,1,1,0,Male,1,1,1,138.253,226.889,3,1,2,3.25,59,3
3,2,No-Name,1,Reduced,0,Extra Innocuous,0,1,1,0,1,Male,1,3,1,36.075,26.515,0,1,1,2.625,37,5
3,4,Malaguay,0,Original,1,Extra Non-Innocuous,0,0,1,1,0,Male,1,2,2,325.858,102.867,3,3,0,1.875,58,3
3,3,No-Name,1,Reduced,0,Extra Non-Innocuous,1,0,1,1,0,Male,1,2,2,59.346,33.594,1,3,2,2.75,52,5
3,3,No-Name,1,Reduced,1,Original,0,1,0,1,0,Female,1,3,0,91.045,113.347,0,0,2,2.5,36,6
4,4,Syria,1,Reduced,1,Original,1,1,0,1,1,Male,1,3,0,139.932,23.446,3,0,1,3,46,6
1,3,Syria,0,Original,0,Extra Innocuous,0,0,1,0,1,Female,1,1,1,262.422,28.373,5,2,2,3,23,3
2,3,Malaguay,1,Reduced,0,Original,0,0,0,0,0,Female,4,4,0,14.821,3.154,2,1,1,3.375,21,4
2,4,Malaguay,0,Original,0,Extra Innocuous,0,1,1,0,0,Male,1,3,1,20.478,3.448,2,1,2,3.875,23,2
1,4,Bolivia,1,Reduced,0,Extra Innocuous,0,1,1,1,0,Male,4,1,1,1150.462,82.834,2,1,1,2.5,43,3
2,3,Bolivia,1,Reduced,1,Extra Innocuous,1,0,1,0,0,Female,3,4,1,4.569,15.806,3,2,2,2.75,48,4
1,3,Bolivia,1,Reduced,1,Original,0,0,0,0,0,Female,1,2,0,56.101,40.617,3,1,1,2.625,80,2
1,4,Syria,0,Original,0,Extra Non-Innocuous,0,1,1,0,0,Male,1,4,2,7.267,11.527,4,2,2,3.625,45,5
3,2,Bolivia,0,Original,1,Extra Non-Innocuous,1,1,1,1,1,Male,1,3,2,180.934,76.427,3,2,2,2.625,69,5
2,3,Syria,0,Original,1,Extra Non-Innocuous,0,0,1,0,0,Male,1,4,2,40.217,77.275,5,3,1,2.5,45,4
3,3,Malaguay,0,Original,0,Original,1,1,0,1,1,Female,1,2,0,103.012,13.716,2,0,0,2.75,65,5
2,4,Syria,0,Original,1,Extra Innocuous,0,1,1,1,1,Male,1,2,1,7.439,13.914,4,1,1,2.375,72,4
1,3,No-Name,0,Original,1,Extra Non-Innocuous,1,0,1,0,0,Male,1,1,2,7.565,79.69,2,3,1,3.125,44,3
3,3,Syria,1,Reduced,1,Extra Non-Innocuous,0,1,1,0,0,Female,4,1,2,9.14,20.549,3,2,2,2.5,31,5
2,3,No-Name,0,Original,0,Extra Innocuous,1,0,1,0,1,Female,1,3,1,297.635,60.082,2,2,1,2.75,48,4
2,1,Malaguay,1,Reduced,0,Original,0,1,0,0,0,Female,2,1,0,112.486,34.369,1,0,0,3.125,56,1
2,NA,Bolivia,1,Reduced,1,Original,0,1,0,1,NA,NA,NA,NA,0,179.176,NA,2,0,NA,NA,NA,NA
1,4,No-Name,1,Reduced,1,Extra Innocuous,1,0,1,0,0,NA,NA,NA,1,7.388,76.002,1,2,NA,NA,NA,NA
1,3,No-Name,1,Reduced,0,Original,1,0,0,0,0,NA,NA,NA,0,71.957,35.716,1,1,NA,NA,NA,NA
1,4,Syria,1,Reduced,0,Original,0,0,0,0,1,Female,1,1,0,9.728,2.762,4,1,2,3.875,39,6
1,3,No-Name,0,Original,1,Extra Non-Innocuous,1,1,1,0,0,Male,1,1,2,9.974,27.004,1,2,2,3.875,63,5
2,1,Bolivia,0,Original,1,Extra Innocuous,0,0,1,1,0,Male,1,1,1,66.476,24.268,4,2,2,3.375,72,5
1,3,Malaguay,1,Reduced,1,Extra Innocuous,1,0,1,0,0,Female,1,1,1,35.459,16.278,2,2,2,2.875,75,6
2,4,Bolivia,0,Original,1,Extra Innocuous,0,1,1,1,0,Male,1,1,1,35.693,30.619,3,1,1,3.5,81,6
3,3,Bolivia,1,Reduced,1,Original,0,1,0,0,0,Female,1,2,0,151.972,22.533,2,0,2,3,76,4
1,1,No-Name,1,Reduced,0,Extra Innocuous,0,1,1,1,0,Male,1,3,1,76.601,58.606,0,1,2,3.375,57,6
4,4,Malaguay,0,Original,0,Extra Non-Innocuous,1,0,1,0,0,Female,1,1,2,163.688,58.284,3,3,2,2.75,76,3
2,3,Syria,1,Reduced,1,Original,1,0,0,0,1,Female,1,1,0,15.5,17.117,4,1,0,3.25,66,2
1,1,Syria,1,Reduced,0,Extra Non-Innocuous,0,1,1,0,1,Female,1,2,2,62.361,23.952,3,2,1,3.125,62,4
3,1,Syria,1,Reduced,1,Extra Innocuous,0,1,1,1,1,Female,1,1,1,92.454,55.021,3,1,1,2.625,57,3
2,3,Malaguay,1,Reduced,0,Extra Non-Innocuous,1,1,1,0,0,Female,1,1,2,38.172,28.739,1,2,1,2.75,63,4
1,4,Malaguay,1,Reduced,1,Extra Innocuous,0,1,1,1,1,Male,1,1,1,3.726,3.516,1,1,1,3.75,31,3
2,3,Syria,0,Original,1,Original,0,0,0,1,1,Male,1,4,0,109.815,25.323,5,1,2,3.75,60,5
3,4,Bolivia,1,Reduced,1,Original,0,1,0,1,0,Male,4,2,0,4.451,13.181,2,0,2,4.5,28,5
1,3,Malaguay,1,Reduced,0,Extra Non-Innocuous,1,0,1,1,1,Male,7,3,2,125.141,79.271,2,3,1,3.375,57,3
2,3,No-Name,0,Original,1,Extra Non-Innocuous,0,0,1,0,0,Female,1,2,2,98.362,45.765,2,3,1,3.125,98,2
2,3,Malaguay,0,Original,0,Extra Non-Innocuous,1,1,1,1,1,Female,1,1,2,62.161,46.461,2,2,1,2.625,48,6
3,2,Bolivia,0,Original,0,Extra Non-Innocuous,0,1,1,0,0,Female,1,2,2,140.452,91.567,3,2,1,3.125,74,4
3,2,No-Name,1,Reduced,1,Original,0,0,0,1,1,Female,1,1,0,81.314,17.912,1,1,1,3.125,56,4
3,4,Syria,0,Original,1,Original,0,0,0,1,1,Male,1,2,0,110.304,34.47,5,1,2,3,60,6
1,3,Bolivia,1,Reduced,0,Extra Innocuous,0,1,1,0,0,Female,1,2,1,10.263,34.206,2,1,1,2.625,53,3
1,2,Malaguay,0,Original,0,Extra Innocuous,0,1,1,0,1,Female,1,3,1,103.309,41.964,2,1,2,3.75,65,6
1,3,Bolivia,1,Reduced,0,Original,1,1,0,1,1,Female,1,1,0,68.285,26.574,2,0,1,2.875,68,6
1,4,No-Name,0,Original,0,Extra Innocuous,0,1,1,1,1,Male,4,3,1,133.321,44.68,1,1,2,2.625,54,7
2,2,Bolivia,0,Original,0,Original,0,0,0,1,1,Female,1,1,0,128.435,27.465,4,1,2,3.25,64,3
2,4,Syria,1,Reduced,1,Extra Non-Innocuous,1,0,1,0,0,Male,4,2,2,15.36,73.099,4,3,1,3,47,6
1,2,No-Name,0,Original,0,Extra Non-Innocuous,1,0,1,1,1,Female,1,4,2,224.065,94.781,2,3,1,2.625,75,2
1,4,Syria,1,Reduced,0,Extra Non-Innocuous,1,0,1,0,1,Male,1,2,2,17.169,7.895,4,3,1,2.5,76,3
2,3,Syria,0,Original,1,Extra Innocuous,0,0,1,0,0,Male,1,3,1,125.137,12.501,5,2,1,3.375,77,2
1,4,No-Name,0,Original,1,Extra Innocuous,0,1,1,0,0,Female,1,2,1,20.774,7.185,1,1,2,2.75,61,3
4,3,Malaguay,1,Reduced,1,Extra Innocuous,0,0,1,1,1,Female,1,3,1,368.202,184.533,2,2,2,3.875,52,5
1,2,Syria,1,Reduced,1,Extra Non-Innocuous,1,1,1,0,0,Male,1,3,2,30.738,45.548,3,2,2,3.125,71,4
3,2,Malaguay,0,Original,1,Original,0,1,0,1,1,Male,1,3,0,119.464,26.359,2,0,2,2.875,70,3
1,3,Malaguay,0,Original,0,Original,1,0,0,1,1,Female,1,2,0,129.794,26.97,3,1,2,2.5,72,6
4,4,Bolivia,1,Reduced,0,Extra Innocuous,0,0,1,1,0,Female,1,3,1,245.722,46.857,3,2,1,2,67,2
2,2,Bolivia,1,Reduced,1,Original,0,1,0,1,1,Female,1,2,0,64.707,17.344,2,0,2,1.75,68,2
2,1,Malaguay,0,Original,0,Extra Innocuous,0,0,1,0,1,Male,1,3,1,18.517,28.159,3,2,2,1.75,73,6
3,4,No-Name,1,Reduced,1,Extra Non-Innocuous,1,0,1,1,0,Female,1,2,2,7.386,38.358,1,3,0,2.5,63,4
2,4,Malaguay,1,Reduced,1,Original,0,0,0,0,1,Male,1,1,0,7.922,8.585,2,1,1,3.375,65,2
2,3,Bolivia,0,Original,0,Original,1,1,0,1,1,Male,1,1,0,40.789,16.311,3,0,2,2.25,55,5
1,2,Syria,0,Original,0,Extra Non-Innocuous,0,1,1,1,1,Male,1,3,2,71.541,64.752,4,2,2,3.375,59,7
1,4,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,1,Male,1,3,2,14.825,22.727,2,3,2,3.375,52,6
2,1,Malaguay,0,Original,1,Extra Innocuous,0,1,1,0,0,Male,1,2,1,7.773,3.652,2,1,0,2.625,71,3
1,2,Syria,0,Original,0,Extra Innocuous,0,1,1,0,1,Male,1,2,1,113.355,59.801,4,1,2,2.5,62,5
3,2,No-Name,1,Reduced,0,Extra Innocuous,0,0,1,1,1,Female,1,1,1,73.404,55.428,1,2,1,3.25,63,5
2,3,Malaguay,1,Reduced,0,Extra Innocuous,0,1,1,0,0,Female,1,2,1,113.783,69.03,1,1,2,2.625,69,5
1,3,No-Name,1,Reduced,0,Extra Non-Innocuous,0,0,1,1,0,Male,1,2,2,77.826,72.972,1,3,1,3.5,62,7
2,2,No-Name,0,Original,0,Original,0,1,0,0,0,Male,3,1,0,10.567,6.742,1,0,0,2.875,58,5
1,2,Bolivia,1,Reduced,0,Extra Non-Innocuous,1,0,1,0,1,Female,1,3,2,15.725,37.155,3,3,1,2.75,88,6
4,4,Bolivia,1,Reduced,1,Extra Non-Innocuous,1,0,1,1,1,Male,1,3,2,71.193,37.305,3,3,2,3.75,59,5
3,2,Syria,0,Original,0,Extra Non-Innocuous,0,1,1,0,0,Female,4,2,2,60.247,36.931,4,2,2,3.25,60,7
3,1,Syria,1,Reduced,0,Original,0,0,0,1,1,Female,1,2,0,58.486,22.164,4,1,2,2.875,79,3
1,4,No-Name,1,Reduced,0,Extra Innocuous,1,1,1,1,1,Female,1,1,1,55.458,42.639,0,1,2,2.875,65,6
1,4,Bolivia,0,Original,0,Original,1,1,0,1,1,Female,1,2,0,144.265,20.326,3,0,2,2.125,65,3
2,3,Syria,0,Original,0,Extra Innocuous,0,1,1,1,0,Male,1,2,1,173.053,78.646,4,1,2,3,74,4
1,1,No-Name,1,Reduced,1,Extra Innocuous,0,1,1,1,1,Male,7,1,1,50.468,47.797,0,1,1,2,78,4
4,2,Syria,0,Original,1,Original,0,1,0,1,1,Female,1,2,0,138.876,34.406,4,0,1,2.75,70,4
3,3,Syria,0,Original,1,Original,0,0,0,1,1,Female,1,2,0,76.006,35.675,5,1,1,2.875,72,4
1,3,Bolivia,1,Reduced,1,Original,1,0,0,1,0,Female,1,3,0,198.738,24.206,3,1,1,2.5,58,3
2,3,Bolivia,1,Reduced,1,Original,1,0,0,0,0,Female,1,1,0,89.59,74.545,3,1,1,2.625,73,2
2,4,No-Name,1,Reduced,1,Original,0,0,0,0,0,Female,7,2,0,11.756,17.866,1,1,2,3,51,2
2,3,Bolivia,0,Original,1,Extra Innocuous,0,1,1,1,1,Male,1,3,1,38.894,38.562,3,1,2,2.875,61,2
1,3,Bolivia,0,Original,1,Extra Innocuous,0,0,1,0,0,Female,1,2,1,5.98,28.338,4,2,1,3.375,66,5
4,3,No-Name,0,Original,1,Original,0,0,0,1,1,Female,1,2,0,533.033,972.268,2,1,0,2.125,55,2
2,3,Bolivia,1,Reduced,0,Extra Non-Innocuous,1,0,1,0,0,Male,4,1,2,3.117,72.262,3,3,0,3.75,59,3
3,2,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,1,Female,1,3,2,72.483,71.982,2,3,2,2.375,68,6
2,3,Bolivia,1,Reduced,1,Extra Non-Innocuous,0,0,1,0,0,Female,1,2,2,374.722,448.626,3,3,2,3.125,57,1
1,4,No-Name,0,Original,0,Extra Non-Innocuous,0,1,1,1,0,Male,1,3,2,67.737,66.959,1,2,2,2,81,1
1,3,No-Name,1,Reduced,0,Extra Non-Innocuous,1,0,1,0,0,Male,3,3,2,115.324,73.9,1,3,2,3,53,5
