statesabbrev,dv_c_t1,dv_c_t2,dv_p_t2,t2_year,t1_atlargeormulticandidate,t1_openseat,t2_3rdpartyinc,t2_demfrinc,t2_incumbent_has_switched_prty,t2_is_midterm,t2_opend,t2_openr,t2_openseat,t2_redist,t2_repfrinc,t2_specialelectiontoeelect,t2_missingdexp,t2_missingrexp,t2_dexp,t2_rexp,t2_icf
VA,-0.5,-0.059999000281095505,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36.0563,330.1041,0.9459999799728394
MO,-0.15619869530200958,-0.13114629685878754,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25.338,136.3653,0.9459999799728394
NC,0.12295070290565491,0.1652510017156601,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91.85220000000001,6.1689,0.9459999799728394
OR,0.11871539801359177,0.12340190261602402,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75.30109999999999,47.3235,0.9459999799728394
PA,-0.10079920291900635,-0.06046169996261597,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.3034,139.0914,0.9459999799728394
IN,-0.19214239716529846,-0.042849499732255936,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.8181,64.2282,0.9459999799728394
IN,0.05441650003194809,0.037560898810625076,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60.4962,7.4288,0.9459999799728394
OK,-0.5,-0.17464740574359894,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.6556,50.7637,0.9459999799728394
CA,-0.17932039499282837,-0.1851159930229187,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.040600000000001,131.7274,0.9459999799728394
CO,0.02055780030786991,0.127578005194664,0,2006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,203.3671,81.9314,0.9459999799728394
IL,0.3486090898513794,0.34059810638427734,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.4692,0,0.9459999799728394
CA,0.2527729868888855,0.29472610354423523,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95.4004,0,0.9459999799728394
NY,0.3626301884651184,0.397442489862442,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.8615,0,0.9459999799728394
MI,0.3088766038417816,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,55.149699999999996,0,0.9459999799728394
TX,-0.5,-0.07777830213308334,0,2006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6.463299999999999,111.19800000000001,0.9459999799728394
NH,-0.13404549658298492,0.013158800080418587,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29.1663,90.5336,0.9459999799728394
MI,0.22745530307292938,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,140.0145,0,0.9459999799728394
TX,-0.16777770221233368,-0.11787000298500061,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.6611999999999998,94.26689999999999,0.9459999799728394
CA,0.10380759835243225,0.12330900132656097,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,182.7971,54.764599999999994,0.9459999799728394
MA,0.5,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,55.2127,0,0.9459999799728394
WI,-0.17697370052337646,-0.13385319709777832,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.3166,83.1766,0.9459999799728394
CA,0.37818458676338196,0.3823074996471405,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,185.304,14.9248,0.9459999799728394
CA,-0.5,-0.1692907065153122,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,180.6532,0.9459999799728394
AL,-0.13162289559841156,-0.18155980110168457,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.3211,87.5364,0.9459999799728394
AL,-0.24831239879131317,-0.20261280238628387,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62.2248,0.9459999799728394
NY,0.2186737060546875,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,84.45259999999999,0,0.9459999799728394
VA,-0.5,-0.1498539000749588,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.8061,349.9247,0.9459999799728394
NV,0.17948460578918457,0.17511239647865295,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,167.4409,9.653400000000001,0.9459999799728394
NC,-0.04902249947190285,0.03794429823756218,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,180.4365,442.5482,0.9459999799728394
AR,0.16512660682201385,0.1926455944776535,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,132.0295,9.3107,0.9459999799728394
AZ,-0.12511679530143738,0.06313280016183853,0,2006,0,0,0,0,0,1,0,1,1,0,0,0,0,0,244.21190000000001,134.1943,0.9459999799728394
FL,-0.15938180685043335,-0.09850029647350311,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8.8703,78.4889,0.9459999799728394
OH,0.5,0.12079130113124847,0,2006,0,0,0,0,0,1,1,0,1,0,0,0,0,0,180.0909,106.67159999999998,0.9459999799728394
OH,-0.1616497039794922,0.12059789896011353,0,2006,0,0,0,0,0,1,0,1,1,0,0,0,0,0,161.1369,85.1149,0.9459999799728394
IN,-0.04502839967608452,0.11017680168151855,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174.23409999999998,58.016099999999994,0.9459999799728394
OR,0.2495604008436203,0.25792258977890015,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.6028,0,0.9459999799728394
NJ,0.2742376923561096,0.3002113103866577,0,2006,0,0,0,0,0,1,1,0,1,0,0,0,0,0,188.46790000000001,0,0.9459999799728394
SD,0.03751879930496216,0.2019357979297638,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,133.2097,14.796700000000001,0.9459999799728394
NJ,-0.18635860085487366,-0.12885600328445435,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2106999999999999,118.74269999999999,0.9459999799728394
TX,0.23094749450683594,0.5,0,2006,0,1,0,0,0,1,0,0,0,0,0,0,0,1,39.2972,0,0.9459999799728394
AR,-0.10840000212192535,-0.12231989949941635,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36.1155,65.1611,0.9459999799728394
CA,0.21242520213127136,0.2301774024963379,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.304899999999996,2.1825,0.9459999799728394
CA,0.26567530632019043,0.26045939326286316,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.5534,0,0.9459999799728394
KS,-0.07633250206708908,0.017712300643324852,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72.6738,107.5223,0.9459999799728394
TX,-0.22315040230751038,-0.18290910124778748,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3708,135.0752,0.9459999799728394
OK,-0.11585979908704758,-0.1733316034078598,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0222999999999995,76.7488,0.9459999799728394
TX,-0.19903819262981415,-0.17277689278125763,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52.771100000000004,0.9459999799728394
WV,-0.08184369653463364,-0.07181920111179352,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62.687599999999996,234.9741,0.9459999799728394
CA,-0.2317214012145996,-0.1902966946363449,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15.4339,74.1874,0.9459999799728394
NC,-0.23149919509887695,-0.20827730000019073,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4003999999999999,55.22709999999999,0.9459999799728394
MD,-0.2589259147644043,-0.18860790133476257,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.9701,18.2375,0.9459999799728394
NE,-0.12827500700950623,-0.04662900045514107,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42.001,99.8578,0.9459999799728394
LA,-0.43299999833106995,-0.4259999990463257,0,2006,NA,1,0,0,NA,1,0,0,0,0,0,0,0,0,1.8138999999999998,287.68719999999996,0.9459999799728394
WV,0.17777560651302338,0.1433251053094864,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,172.6707,72.9046,0.9459999799728394
SC,0.1705120950937271,0.15330460667610168,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98.84049999999999,0.3155,0.9459999799728394
OH,-0.12748390436172485,-0.09576469659805298,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.7286,144.6269,0.9459999799728394
WA,0.15556369721889496,0.14161700010299683,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155.05239999999998,69.8209,0.9459999799728394
FL,-0.5,-0.08465550094842911,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.5161000000000002,69.7936,0.9459999799728394
PA,-0.09812819957733154,-0.0519057996571064,0,2006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8.892,128.47570000000002,0.9459999799728394
MI,-0.1683243066072464,-0.11498550325632095,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.503899999999998,97.2296,0.9459999799728394
TN,-0.5,-0.17486490309238434,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.7214,85.5416,0.9459999799728394
RI,0.2816089987754822,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82.9178,0,0.9459999799728394
IL,-0.18629120290279388,-0.0978877991437912,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30.6072,520.6105,0.9459999799728394
OH,-0.08603080362081528,-0.09989109635353088,0,2006,0,0,0,0,0,1,0,1,1,0,0,0,0,0,16.1767,134.81969999999998,0.9459999799728394
CA,0.1369258016347885,0.19099919497966766,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,200.175,6.6656,0.9459999799728394
NY,0.19767870008945465,0.20718130469322205,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155.5658,6.5824,0.9459999799728394
IL,0.10676059871912003,0.07173459976911545,0,2006,0,0,0,0,0,1,1,0,1,0,0,0,0,0,80.8792,40.565,0.9459999799728394
WA,-0.12573400139808655,-0.09930320084095001,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.3969,62.1673,0.9459999799728394
TN,0.15673349797725677,0.18124310672283173,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93.9722,0,0.9459999799728394
AZ,0.14827850461006165,0.13344690203666687,0,2006,0,0,0,1,0,1,0,0,0,0,0,0,0,0,66.2758,18.0158,0.9459999799728394
CA,-0.1539372056722641,-0.016777800396084785,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,165.0458,244.94279999999998,0.9459999799728394
IA,-0.13334210216999054,-0.12193319946527481,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7.3262,62.0071,0.9459999799728394
CA,-0.21499989926815033,-0.16897420585155487,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.042300000000001,93.2928,0.9459999799728394
CA,-0.11227910220623016,0.0326571986079216,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,242.2962,462.99830000000003,0.9459999799728394
NY,0.20775189995765686,0.2818954885005951,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56.275099999999995,0,0.9459999799728394
WI,0.5,0.14000360667705536,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,140.0325,21.1609,0.9459999799728394
FL,-0.1932802051305771,-0.15929259359836578,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.9744,50.6473,0.9459999799728394
MN,-0.12660439312458038,0.028111299499869347,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,128.1136,172.3707,0.9459999799728394
IL,0.3613244891166687,0.3670443892478943,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41.488099999999996,0,0.9459999799728394
IL,-0.11052519828081131,-0.0758868008852005,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.416800000000002,49.3982,0.9459999799728394
MS,0.15040349960327148,0.29788368940353394,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32.018299999999996,0,0.9459999799728394
MN,-0.14671610295772552,-0.14924049377441406,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.7861,142.4365,0.9459999799728394
KS,-0.1802532970905304,-0.15183250606060028,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5612,108.53479999999999,0.9459999799728394
IA,0.05246200039982796,0.027442999184131622,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,206.0474,199.4605,0.9459999799728394
CA,0.5,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,88.28659999999999,0,0.9459999799728394
FL,0.5,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,79.3904,0,0.9459999799728394
KY,-0.5,-0.23759819567203522,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.17470000000000002,91.6202,0.9459999799728394
CA,0.20308460295200348,0.1956017017364502,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138.26389999999998,6.4164,0.9459999799728394
WI,0.13313350081443787,0.12876400351524353,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,161.7301,98.5933,0.9459999799728394
ND,0.0956294983625412,0.15680240094661713,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,137.8061,7.9554,0.9459999799728394
FL,0.5,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,47.677499999999995,0,0.9459999799728394
NY,0.45215269923210144,0.4531444013118744,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.438,0,0.9459999799728394
OH,-0.1002127006649971,-0.002393699949607253,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,274.92310000000003,469.67719999999997,0.9459999799728394
VA,0.10368639975786209,0.1780932992696762,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,124.99929999999999,6.998,0.9459999799728394
WY,-0.06919120252132416,-0.0027254000306129456,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94.01820000000001,127.0048,0.9459999799728394
PA,-0.15106549859046936,-0.08854550123214722,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32.0016,57.91609999999999,0.9459999799728394
NM,0.18678000569343567,0.24642319977283478,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39.686,2.3571999999999997,0.9459999799728394
TX,-0.05236339941620827,-0.07755599915981293,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46.007400000000004,176.2182,0.9459999799728394
NY,0.3050884008407593,0.36174559593200684,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.49600000000001,0,0.9459999799728394
CA,0.5,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18.1051,0,0.9459999799728394
NV,-0.07408750057220459,-0.009903100319206715,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,150.1465,303.6311,0.9459999799728394
NJ,0.5,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49.2949,0,0.9459999799728394
WI,-0.16749800741672516,-0.12750649452209473,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0581,131.68810000000002,0.9459999799728394
MT,-0.1627008020877838,-0.10075370222330093,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51.24249999999999,113.253,0.9459999799728394
CA,-0.1813616007566452,-0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,36.5812,0.9459999799728394
NY,-0.12680810689926147,0.04518609866499901,0,2006,0,0,0,0,0,1,0,1,1,0,0,0,0,0,219.7558,158.6397,0.9459999799728394
PA,-0.5,0.02945760078728199,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,153.00039999999998,233.4743,0.9459999799728394
MN,0.24036890268325806,0.2224821001291275,0,2006,0,0,0,0,0,1,1,0,1,0,0,0,0,0,78.61269999999999,19.8621,0.9459999799728394
VA,-0.13843460381031036,-0.08322150260210037,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,157.35229999999999,179.3567,0.9459999799728394
NY,0.062001898884773254,0.12234629690647125,0,2006,0,0,0,1,0,1,0,0,0,0,0,0,0,0,106.5866,32.1495,0.9459999799728394
TX,0.019183099269866943,0.09046100080013275,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,313.8215,251.55270000000002,0.9459999799728394
AL,0.23052290081977844,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,58.94690000000001,0,0.9459999799728394
MI,-0.12338099628686905,-0.06287950277328491,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.222,186.3914,0.9459999799728394
NY,-0.12963789701461792,-0.06040849909186363,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90.8135,207.5502,0.9459999799728394
WA,0.30675381422042847,0.3346762955188751,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49.625,2.2032,0.9459999799728394
IA,-0.060429200530052185,0.06026190146803856,0,2006,0,0,0,0,0,1,0,1,1,0,0,0,0,0,234.14450000000002,238.5532,0.9459999799728394
NJ,0.25265270471572876,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,145.0582,0,0.9459999799728394
MD,0.20146480202674866,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,236.0627,0,0.9459999799728394
DE,-0.1994090974330902,-0.09594059735536575,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38.689,111.27159999999999,0.9459999799728394
MA,0.1997361034154892,0.19717450439929962,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49.751400000000004,6.5688,0.9459999799728394
MD,0.15239329636096954,0.1547383964061737,0,2006,0,0,0,0,0,1,1,0,1,0,0,0,0,0,139.65820000000002,47.1185,0.9459999799728394
MD,0.24927030503749847,0.2775096893310547,0,2006,0,0,0,1,0,1,0,0,0,0,0,0,0,0,66.5876,3.1845,0.9459999799728394
MI,0.20491139590740204,0.2288338989019394,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74.2094,0,0.9459999799728394
ID,-0.20736970007419586,-0.1429755985736847,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.2639,57.163,0.9459999799728394
TX,-0.16220790147781372,-0.13442830741405487,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.9753,112.9059,0.9459999799728394
MS,0.08940470218658447,0.14274349808692932,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,139.3496,12.276900000000001,0.9459999799728394
MA,0.17063359916210175,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45.278,0,0.9459999799728394
FL,0.11648870259523392,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61.5784,0,0.9459999799728394
OH,0.5,0.334445595741272,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.1721,0,0.9459999799728394
NY,-0.0899370014667511,-0.06797970086336136,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.2454,163.9598,0.9459999799728394
TX,-0.5,-0.14166289567947388,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0491,97.4859,0.9459999799728394
CA,0.22918620705604553,0.22710369527339935,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62.236900000000006,0,0.9459999799728394
CA,0.2490779012441635,0.24887250363826752,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64.5573,2.4061,0.9459999799728394
PA,-0.09295059740543365,0.06379900127649307,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,302.5719,294.06080000000003,0.9459999799728394
FL,0.5,0.5,0,2006,0,0,0,1,0,1,0,0,0,0,0,0,0,1,97.6658,0,0.9459999799728394
OH,-0.19007930159568787,-0.138046994805336,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,295.2525,0.9459999799728394
FL,-0.14726850390434265,-0.12148600071668625,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.569799999999999,143.9442,0.9459999799728394
KY,-0.05347279831767082,-0.04372340068221092,0,2006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,146.9555,425.5379,0.9459999799728394
VA,-0.5,-0.13958629965782166,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.953100000000001,63.6419,0.9459999799728394
NY,-0.5,-0.007850400172173977,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91.827,178.7552,0.9459999799728394
TN,0.2436438947916031,0.231838196516037,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.47670000000001,0,0.9459999799728394
NM,-0.10195580124855042,-0.0947130024433136,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18.316,134.9394,0.9459999799728394
TX,-0.1661996990442276,-0.10113649815320969,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20.729400000000002,90.8827,0.9459999799728394
MO,0.171514093875885,0.1969946026802063,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104.40029999999999,2.1027,0.9459999799728394
FL,-0.5,-0.059178899973630905,0,2006,0,0,0,0,0,1,0,1,1,0,0,0,0,0,141.9414,257.4356,0.9459999799728394
MN,-0.04026760160923004,-0.04329150170087814,0,2006,0,0,0,0,0,1,0,1,1,0,0,0,0,0,313.1542,256.07890000000003,0.9459999799728394
CA,0.28803980350494385,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,35.5784,0,0.9459999799728394
CA,0.37318259477615356,0.3894543945789337,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105.4307,3.8769,0.9459999799728394
VA,0.11817210167646408,0.17679010331630707,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105.45060000000001,11.5167,0.9459999799728394
NJ,0.09884200245141983,0.15697960555553436,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105.52439999999999,0.22719999999999999,0.9459999799728394
WA,-0.024436699226498604,-0.014601199887692928,0,2006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,304.8902,305.1918,0.9459999799728394
SC,-0.20664480328559875,-0.1677704006433487,0,2006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.3481000000000005,39.7946,0.9459999799728394
AZ,0.23205679655075073,0.2519409954547882,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.3931,0,0.9459999799728394
NY,0.5,0.4222497045993805,0,2006,0,0,0,0,0,1,1,0,1,0,0,0,0,0,62.2247,0,0.9459999799728394
OK,0.15890400111675262,0.22735540568828583,0,2006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,62.633799999999994,0,0.9459999799728394
TN,0.3209589123725891,0.26923251152038574,0,2006,0,0,0,0,0,1,1,0,1,0,0,0,0,0,61.9935,22.7222,0.9459999799728394
CA,0.244923397898674,0.2679835855960846,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65.827,0,0.9459999799728394
PA,0.38036659359931946,0.40559521317481995,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.8698,0,0.9459999799728394
OK,-0.5,-0.14611749351024628,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.1091,105.9124,0.9459999799728394
IL,0.01699559949338436,0.03629180043935776,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,429.95889999999997,505.87340000000006,0.9459999799728394
CA,0.1571401059627533,0.16450169682502747,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.05789999999999,0.7365999999999999,0.9459999799728394
MI,-0.20555730164051056,-0.17791050672531128,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9621999999999999,67.6667,0.9459999799728394
TX,0.17169879376888275,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,69.4162,0,0.9459999799728394
PA,-0.19526639580726624,-0.10329680144786835,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0019,116.8741,0.9459999799728394
PA,-0.5,-0.10092280060052872,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66.8336,0.9459999799728394
CT,0.243660107254982,0.2721714973449707,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86.0821,0,0.9459999799728394
TX,-0.19149290025234222,-0.15829899907112122,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.3896999999999995,94.2635,0.9459999799728394
IA,-0.10078410059213638,0.014270000159740448,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.838499999999996,53.373400000000004,0.9459999799728394
TX,-0.2788560092449188,-0.5,0,2006,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,73.7564,0.9459999799728394
IL,-0.05829140171408653,-0.013514700345695019,0,2006,0,0,0,0,0,1,0,1,1,0,0,0,0,0,452.30780000000004,330.27020000000005,0.9459999799728394
CA,0.5,0.25330910086631775,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.7822,0.8704000000000001,0.9459999799728394
WA,0.13397319614887238,0.17716799676418304,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92.9507,4.3036,0.9459999799728394
MA,0.27035999298095703,0.5,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,91.3564,0,0.9459999799728394
PA,-0.1372694969177246,0.01929529942572117,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109.1584,223.59520000000003,0.9459999799728394
NY,0.42887410521507263,0.44034820795059204,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,204.7116,0,0.9459999799728394
NC,-0.14149980247020721,-0.11800079792737961,0,2006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.2724,133.9776,0.9459999799728394
IL,0.24277280271053314,0.2709779143333435,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41.4167,0,0.9459999799728394
CA,0.14931249618530273,0.16495570540428162,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,117.6771,1.2048999999999999,0.9459999799728394
MI,0.18228469789028168,0.24290500581264496,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59.381600000000006,0.0638,0.9459999799728394
TX,-0.09332580119371414,-0.1945941001176834,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.883,120.393,0.9459999799728394
AZ,-0.10902989655733109,0.020503100007772446,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,193.3184,300.0381,0.9459999799728394
TX,-0.16871260106563568,-0.11988860368728638,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.6993,235.1932,0.9459999799728394
MN,0.16979220509529114,0.14906789362430573,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,142.2123,54.6121,0.9459999799728394
MI,-0.19906580448150635,-0.17891770601272583,0,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.4077,69.26509999999999,0.9459999799728394
MI,0.3589499890804291,0.3529619872570038,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91.3514,0.6963,0.9459999799728394
TX,0.5,0.3003495931625366,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.2818,0,0.9459999799728394
MI,0.16683369874954224,0.21266700327396393,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.3135,0.5362,0.9459999799728394
NY,0.2453618049621582,0.2316955029964447,0,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.5787,2.4468,0.9459999799728394
